[2019-11-07 09:42:22,392]-[INFO]-CommuServer(389)日志配置设置成功!
[2019-11-07 09:42:26,906]-[INFO]-CommuServer(77)参数下发监听已启动 ...
[2019-11-07 09:42:26,916]-[INFO]-CommuThreadManager(43)3个处理线程已启动!
[2019-11-07 09:42:26,926]-[INFO]-CommuServer(375)缓存清理线程已启动 !
[2019-11-07 09:42:26,926]-[INFO]-CommuBufferClearThread(89)进站缓存清理开始...
[2019-11-07 09:42:26,926]-[INFO]-CommuServer(362)消息队列管理线程已启动!
[2019-11-07 09:42:26,936]-[INFO]-CommuConnectionPoolListener(78)OP运营库连接池监听线程已启动...
[2019-11-07 09:42:26,936]-[INFO]-CommuBufferClearThread(96)出站缓存清理开始...
[2019-11-07 09:42:26,936]-[INFO]-CommuServer(98)连接池监听正在启动 ...
[2019-11-07 09:42:26,936]-[INFO]-CommuConnectionPoolListener(78)TK票务库连接池监听线程已启动...
[2019-11-07 09:42:26,936]-[INFO]-CommuServer(103)日志级别监听已启动 ...
[2019-11-07 09:42:26,936]-[INFO]-CommuConnectionPoolListener(78)CM通讯库连接池监听线程已启动...
[2019-11-07 09:42:26,936]-[INFO]-CommuServer(107)设备参数版本查询线程已启动 ...
[2019-11-07 09:42:26,946]-[INFO]-CommuServer(368)线程池监控已启动 !
[2019-11-07 09:42:26,946]-[INFO]-CommuThreadPoolMonitor(40)线程池监听线程已启动...
[2019-11-07 09:42:26,946]-[DEBUG]-CommuLogLevelThread(53)设置日志级别为：1
[2019-11-07 09:42:27,006]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有1个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有2个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有3个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有4个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有5个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有6个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有7个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有8个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有9个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有10个消息未处理
[2019-11-07 09:42:27,006]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有11个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有12个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有13个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有1个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有2个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有3个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有4个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有5个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有6个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有7个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有8个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有9个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有10个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有11个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有12个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有13个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有14个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有15个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有16个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有17个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有18个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有19个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有20个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有21个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有22个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有23个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有24个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有25个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有26个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有27个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有28个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有29个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有30个消息未处理
[2019-11-07 09:42:27,016]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有31个消息未处理
[2019-11-07 09:42:27,026]-[INFO]-CommuServer(114)票务接口线程已启动 ...
[2019-11-07 09:42:27,026]-[INFO]-CommuServer(117)一卡通接口线程已启动 ...
[2019-11-07 09:42:27,026]-[INFO]-BusDataImportThread(44)------------------------与一卡通中心文件交互执行begin-------------------------
[2019-11-07 09:42:27,076]-[INFO]-CommuServer(124)TCC接口线程已启动 ...使用标识：1
[2019-11-07 09:42:27,076]-[INFO]-CommuServer(130)定时刷新缓存变量线程已启动 ...
[2019-11-07 09:42:27,116]-[INFO]-CommuServer(994)服务器正常启动！正在监听端口 : 5001
[2019-11-07 09:42:28,006]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:28,076]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:28,076]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:28,086]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-07 09:42:28,086]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-07 09:42:28,086]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-4没有需要处理的消息
[2019-11-07 09:42:28,086]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:28,726]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:28,726]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:28,726]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:28,726]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:28,736]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:28,736]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-07 09:42:28,736]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-07 09:42:29,006]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:30,010]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:31,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:31,026]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:31,026]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:31,026]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:31,026]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:31,026]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:31,036]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:31,036]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-07 09:42:31,036]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-07 09:42:31,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:31,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:31,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:31,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:31,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:32,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:33,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:34,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:34,026]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:34,026]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:34,026]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:34,026]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:34,026]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:34,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:34,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:34,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-4没有需要处理的消息
[2019-11-07 09:42:34,036]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:34,036]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-07 09:42:34,036]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-07 09:42:34,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-07 09:42:34,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-07 09:42:35,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:36,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:37,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:37,026]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:37,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:37,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:37,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:37,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:37,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:37,026]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:37,026]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:37,026]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:37,026]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有1个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有2个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有3个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有4个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有5个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有6个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有7个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有8个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有9个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有10个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有11个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有12个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有13个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有1个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有2个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有3个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有4个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有5个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有6个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有7个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有8个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有9个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有10个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有11个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有12个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有13个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有14个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有15个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有16个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有17个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有18个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有19个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有20个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有21个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有22个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有23个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有24个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有25个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有26个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有27个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有28个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有29个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有30个消息未处理
[2019-11-07 09:42:37,046]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有31个消息未处理
[2019-11-07 09:42:37,296]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:37,296]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-07 09:42:37,296]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-07 09:42:38,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:39,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:40,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:40,026]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:40,026]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:40,026]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:40,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:40,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:40,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:40,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:40,036]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:40,036]-[DEBUG]-ConstructMessagePSD(65)未查询到预制票数据...
[2019-11-07 09:42:40,046]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:40,046]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:40,046]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:40,046]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-07 09:42:40,046]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-07 09:42:41,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:42,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:43,016]-[DEBUG]-CommuThreadPoolMonitor(52)mr.isExistedFailureThread()=============false
[2019-11-07 09:42:43,026]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-07 09:42:43,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:43,026]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-07 09:42:43,026]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-07 09:42:43,026]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-07 09:42:43,026]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-07 09:42:43,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-4没有需要处理的消息
[2019-11-07 09:42:43,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-07 09:42:43,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-07 09:42:43,026]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-07 09:42:43,026]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-07 09:42:43,026]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
